"","STATION","DATE","OBLAST","COUNTRY","DP01","DP01_ATTRIBUTES","DP05","DP05_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"4729","RSM00034915",1972,"Krasnodar Krai","Russia",84,"I",NA,NA,47,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",470.5,",I",NA,NA
"4730","RSM00034915",1973,"Krasnodar Krai","Russia",124,"I",NA,NA,56,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",638,",I",NA,NA
"4731","RSM00034915",1974,"Krasnodar Krai","Russia",109,"I",NA,NA,43,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",492.7,",I",NA,NA
"4732","RSM00034915",1975,"Krasnodar Krai","Russia",101,"I",NA,NA,46,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",437.9,",I",NA,NA
"4733","RSM00034915",1977,"Krasnodar Krai","Russia",113,"I",NA,NA,48,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",707.7,",I",NA,NA
"4734","RSM00034915",1978,"Krasnodar Krai","Russia",116,"I",NA,NA,54,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",567.8,",I",NA,NA
"4735","RSM00034915",1979,"Krasnodar Krai","Russia",109,"I",NA,NA,48,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",408,",I",NA,NA
"4736","RSM00034915",1980,"Krasnodar Krai","Russia",133,"I",NA,NA,66,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",595.9,",I",NA,NA
"4737","RSM00034915",1981,"Krasnodar Krai","Russia",122,"I",NA,NA,65,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",692.5,",I",NA,NA
"4738","RSM00034915",1982,"Krasnodar Krai","Russia",99,"I",NA,NA,48,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",494.9,",I",NA,NA
"4739","RSM00034915",1983,"Krasnodar Krai","Russia",90,"I",NA,NA,52,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",490.9,",I",NA,NA
"4740","RSM00034915",1984,"Krasnodar Krai","Russia",98,"I",NA,NA,41,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",464.3,",I",NA,NA
"4741","RSM00034915",1985,"Krasnodar Krai","Russia",113,"I",NA,NA,58,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",524.2,",I",NA,NA
"4742","RSM00034915",1986,"Krasnodar Krai","Russia",94,"I",NA,NA,53,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",427.4,",I",NA,NA
"4743","RSM00034915",1987,"Krasnodar Krai","Russia",121,"I",NA,NA,64,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",714.1,",I",NA,NA
"4744","RSM00034915",1988,"Krasnodar Krai","Russia",133,"I",NA,NA,75,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",720.9,",I",NA,NA
"4745","RSM00034915",1990,"Krasnodar Krai","Russia",98,"I",NA,NA,46,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",440.6,",I",NA,NA
"4746","RSM00034915",1991,"Krasnodar Krai","Russia",123,"I",NA,NA,57,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",572.7,",I",NA,NA
"4747","RSM00034915",1992,"Krasnodar Krai","Russia",131,"I",NA,NA,71,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",729,",I",NA,NA
"4748","RSM00034915",1993,"Krasnodar Krai","Russia",106,"I",NA,NA,51,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",406.7,",I",NA,NA
"4749","RSM00034915",1994,"Krasnodar Krai","Russia",107,"I",NA,NA,42,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",422,",I",NA,NA
"4750","RSM00034915",1995,"Krasnodar Krai","Russia",122,"I",NA,NA,69,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",670.6,",I",NA,NA
"4751","RSM00034922",1961,"Krasnodar Krai","Russia",114,"I",NA,NA,67,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",538.7,",I",NA,NA
"4752","RSM00034922",1962,"Krasnodar Krai","Russia",89,"I",NA,NA,43,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",409.1,",I",NA,NA
"4753","RSM00034922",1963,"Krasnodar Krai","Russia",110,"I",NA,NA,64,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",617.6,",I",NA,NA
"4754","RSM00034922",1964,"Krasnodar Krai","Russia",109,"I",NA,NA,61,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",552.9,",I",NA,NA
"4755","RSM00034922",1965,"Krasnodar Krai","Russia",99,"I",NA,NA,57,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",643.8,",I",NA,NA
"4756","RSM00034922",1967,"Krasnodar Krai","Russia",125,"I",NA,NA,74,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",828,",I",NA,NA
"4757","RSM00034922",1968,"Krasnodar Krai","Russia",112,"I",NA,NA,54,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",532.9,",I",NA,NA
"4758","RSM00034922",1969,"Krasnodar Krai","Russia",110,"I",NA,NA,55,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",573,",I",NA,NA
"4759","RSM00034922",1970,"Krasnodar Krai","Russia",124,"I",NA,NA,68,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",787.4,",I",NA,NA
"4760","RSM00034922",1971,"Krasnodar Krai","Russia",104,"I",NA,NA,58,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",516.2,",I",NA,NA
"4761","RSM00034922",1972,"Krasnodar Krai","Russia",105,"I",NA,NA,51,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",617.2,",I",NA,NA
"4762","RSM00034922",1973,"Krasnodar Krai","Russia",140,"I",NA,NA,77,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",752.8,",I",NA,NA
"4763","RSM00034922",1974,"Krasnodar Krai","Russia",111,"I",NA,NA,65,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",683.1,",I",NA,NA
"4764","RSM00034922",1975,"Krasnodar Krai","Russia",114,"I",NA,NA,60,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",605.8,",I",NA,NA
"4765","RSM00034922",1976,"Krasnodar Krai","Russia",125,"I",NA,NA,66,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",632.7,",I",NA,NA
"4766","RSM00034922",1977,"Krasnodar Krai","Russia",134,"I",NA,NA,66,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",865,",I",NA,NA
"4767","RSM00034922",1978,"Krasnodar Krai","Russia",119,"I",NA,NA,63,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",620.3,",I",NA,NA
"4768","RSM00034922",1979,"Krasnodar Krai","Russia",100,"I",NA,NA,53,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",526.4,",I",NA,NA
"4769","RSM00034922",1980,"Krasnodar Krai","Russia",119,"I",NA,NA,60,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",625.9,",I",NA,NA
"4770","RSM00034922",1981,"Krasnodar Krai","Russia",118,"I",NA,NA,76,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",713.6,",I",NA,NA
"4771","RSM00034922",1982,"Krasnodar Krai","Russia",99,"I",NA,NA,51,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",446.8,",I",NA,NA
"4772","RSM00034922",1983,"Krasnodar Krai","Russia",109,"I",NA,NA,62,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",678.9,",I",NA,NA
"4773","RSM00034922",1984,"Krasnodar Krai","Russia",101,"I",NA,NA,39,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",409.8,",I",NA,NA
"4774","RSM00034922",1985,"Krasnodar Krai","Russia",124,"I",NA,NA,62,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",597.8,",I",NA,NA
"4775","RSM00034922",1986,"Krasnodar Krai","Russia",100,"I",NA,NA,62,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",564.3,",I",NA,NA
"4776","RSM00034922",1987,"Krasnodar Krai","Russia",128,"I",NA,NA,73,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",699.4,",I",NA,NA
"4777","RSM00034922",1988,"Krasnodar Krai","Russia",138,"I",NA,NA,69,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",737.4,",I",NA,NA
"4778","RSM00034922",1990,"Krasnodar Krai","Russia",98,"I",NA,NA,49,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",536.2,",I",NA,NA
"4779","RSM00034922",1991,"Krasnodar Krai","Russia",118,"I",NA,NA,70,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",650.4,",I",NA,NA
"4780","RSM00034922",1992,"Krasnodar Krai","Russia",141,"I",NA,NA,80,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",834,",I",NA,NA
"4781","RSM00034922",1993,"Krasnodar Krai","Russia",98,"I",NA,NA,61,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",517.4,",I",NA,NA
"4782","RSM00034922",1994,"Krasnodar Krai","Russia",105,"I",NA,NA,50,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",577.6,",I",NA,NA
"4783","RSM00034922",1995,"Krasnodar Krai","Russia",134,"I",NA,NA,77,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",724.3,",I",NA,NA
"4784","RSM00034924",1961,"Krasnodar Krai","Russia",133,"I",NA,NA,60,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",631,",I",NA,NA
"4785","RSM00034924",1962,"Krasnodar Krai","Russia",91,"I",NA,NA,45,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",510.4,",I",NA,NA
"4786","RSM00034924",1963,"Krasnodar Krai","Russia",118,"I",NA,NA,64,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",705.3,",I",NA,NA
"4787","RSM00034924",1964,"Krasnodar Krai","Russia",114,"I",NA,NA,57,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",593.9,",I",NA,NA
"4788","RSM00034924",1965,"Krasnodar Krai","Russia",108,"I",NA,NA,60,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",741.7,",I",NA,NA
"4789","RSM00034924",1967,"Krasnodar Krai","Russia",130,"I",NA,NA,73,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",888.6,",I",NA,NA
"4790","RSM00034924",1968,"Krasnodar Krai","Russia",129,"I",NA,NA,59,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",647.6,",I",NA,NA
"4791","RSM00034924",1969,"Krasnodar Krai","Russia",119,"I",NA,NA,59,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",543,",I",NA,NA
"4792","RSM00034924",1970,"Krasnodar Krai","Russia",127,"I",NA,NA,68,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",709.2,",I",NA,NA
"4793","RSM00034924",1971,"Krasnodar Krai","Russia",107,"I",NA,NA,51,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",497.3,",I",NA,NA
"4794","RSM00034924",1972,"Krasnodar Krai","Russia",96,"I",NA,NA,53,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",594.6,",I",NA,NA
"4795","RSM00034924",1973,"Krasnodar Krai","Russia",117,"I",NA,NA,72,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",685.4,",I",NA,NA
"4796","RSM00034924",1974,"Krasnodar Krai","Russia",112,"I",NA,NA,51,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",640.8,",I",NA,NA
"4797","RSM00034924",1975,"Krasnodar Krai","Russia",115,"I",NA,NA,54,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",500.5,",I",NA,NA
"4798","RSM00034924",1976,"Krasnodar Krai","Russia",112,"I",NA,NA,51,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",549,",I",NA,NA
"4799","RSM00034924",1977,"Krasnodar Krai","Russia",113,"I",NA,NA,61,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",664.5,",I",NA,NA
"4800","RSM00034924",1978,"Krasnodar Krai","Russia",111,"I",NA,NA,55,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",573.7,",I",NA,NA
"4801","RSM00034924",1979,"Krasnodar Krai","Russia",117,"I",NA,NA,56,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",670.7,",I",NA,NA
"4802","RSM00034924",1980,"Krasnodar Krai","Russia",132,"I",NA,NA,61,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",658.1,",I",NA,NA
"4803","RSM00034924",1981,"Krasnodar Krai","Russia",119,"I",NA,NA,72,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",688.3,",I",NA,NA
"4804","RSM00034924",1982,"Krasnodar Krai","Russia",95,"I",NA,NA,43,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",446.8,",I",NA,NA
"4805","RSM00034924",1983,"Krasnodar Krai","Russia",108,"I",NA,NA,57,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",597.5,",I",NA,NA
"4806","RSM00034924",1984,"Krasnodar Krai","Russia",97,"I",NA,NA,47,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",476.3,",I",NA,NA
"4807","RSM00034924",1985,"Krasnodar Krai","Russia",133,"I",NA,NA,65,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",619.8,",I",NA,NA
"4808","RSM00034924",1986,"Krasnodar Krai","Russia",97,"I",NA,NA,58,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",543.3,",I",NA,NA
"4809","RSM00034924",1987,"Krasnodar Krai","Russia",117,"I",NA,NA,66,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",657.7,",I",NA,NA
"4810","RSM00034924",1988,"Krasnodar Krai","Russia",143,"I",NA,NA,86,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",825,",I",NA,NA
"4811","RSM00034924",1990,"Krasnodar Krai","Russia",96,"I",NA,NA,54,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",560.6,",I",NA,NA
"4812","RSM00034924",1991,"Krasnodar Krai","Russia",115,"I",NA,NA,71,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",632.8,",I",NA,NA
"4813","RSM00034924",1992,"Krasnodar Krai","Russia",149,"I",NA,NA,81,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",799.7,",I",NA,NA
"4814","RSM00034924",1993,"Krasnodar Krai","Russia",105,"I",NA,NA,52,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",435.9,",I",NA,NA
"4815","RSM00034924",1994,"Krasnodar Krai","Russia",105,"I",NA,NA,61,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",541.8,",I",NA,NA
"4816","RSM00034924",1995,"Krasnodar Krai","Russia",129,"I",NA,NA,73,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",774.8,",I",NA,NA
"4817","RSM00034927",1961,"Krasnodar Krai","Russia",124,"r",NA,NA,68,"r",NA,NA,NA,NA,5,"r",69,"r",14,"r",142,"r",17,"r",775.9,",r",NA,NA
"4818","RSM00034927",1962,"Krasnodar Krai","Russia",91,"r",NA,NA,56,"r",NA,NA,NA,NA,0,"r",69,"r",9,"r",161,"r",39,"r",514.5,",r",NA,NA
"4819","RSM00034927",1963,"Krasnodar Krai","Russia",109,"r",NA,NA,60,"r",NA,NA,NA,NA,1,"r",104,"r",34,"r",162,"r",27,"r",793.8,",r",NA,NA
"4820","RSM00034927",1964,"Krasnodar Krai","Russia",110,"r",NA,NA,66,"r",NA,NA,NA,NA,4,"r",105,"r",31,"r",153,"r",7,"r",744.6,",r",NA,NA
"4821","RSM00034927",1965,"Krasnodar Krai","Russia",109,"r",NA,NA,64,"r",NA,NA,NA,NA,2,"r",95,"r",27,"r",152,"r",12,"r",748.6,",r",NA,NA
"4822","RSM00034927",1966,"Krasnodar Krai","Russia",119,"r",NA,NA,70,"r",NA,NA,NA,NA,1,"r",30,"r",7,"r",171,"r",24,"r",858.3,",r",NA,NA
"4823","RSM00034927",1967,"Krasnodar Krai","Russia",133,"r",NA,NA,74,"r",NA,NA,NA,NA,3,"r",80,"r",19,"r",169,"r",13,"r",785.1,",r",NA,NA
"4824","RSM00034927",1968,"Krasnodar Krai","Russia",117,"r",NA,NA,62,"r",NA,NA,NA,NA,2,"r",88,"r",16,"r",163,"r",18,"r",603.4,",r",NA,NA
"4825","RSM00034927",1969,"Krasnodar Krai","Russia",105,"r",NA,NA,54,"r",NA,NA,NA,NA,6,"r",95,"r",24,"r",153,"r",28,"r",520.8,",r",NA,NA
"4826","RSM00034927",1970,"Krasnodar Krai","Russia",135,"r",NA,NA,70,"r",NA,NA,NA,NA,1,"r",68,"r",17,"r",157,"r",18,"r",853.9,",r",NA,NA
"4827","RSM00034927",1971,"Krasnodar Krai","Russia",103,"r",NA,NA,54,"r",NA,NA,NA,NA,1,"r",76,"r",10,"r",166,"r",28,"r",609.3,",r",NA,NA
"4828","RSM00034927",1972,"Krasnodar Krai","Russia",103,"r",NA,NA,48,"r",NA,NA,NA,NA,17,"r",97,"r",39,"r",167,"r",35,"r",736.4,",r",NA,NA
"4829","RSM00034927",1973,"Krasnodar Krai","Russia",121,"r",NA,NA,67,"r",NA,NA,NA,NA,3,"r",78,"r",19,"r",149,"r",4,"r",660.5,",r",NA,NA
"4830","RSM00034927",1974,"Krasnodar Krai","Russia",107,"r",NA,NA,63,"r",NA,NA,NA,NA,0,"r",85,"r",15,"r",158,"r",5,"r",690.3,",r",NA,NA
"4831","RSM00034927",1977,"Krasnodar Krai","Russia",125,"r",NA,NA,62,"r",NA,NA,NA,NA,5,"r",79,"r",40,"r",149,"r",3,"r",722,",r",NA,NA
"4832","RSM00034927",1979,"Krasnodar Krai","Russia",109,"r",NA,NA,60,"r",NA,NA,NA,NA,3,"r",64,"r",20,"r",164,"r",22,"r",601,",r",NA,NA
"4833","RSM00034927",1980,"Krasnodar Krai","Russia",121,"r",NA,NA,62,"r",NA,NA,NA,NA,0,"r",70,"r",12,"r",134,"r",24,"r",741.1,",r",NA,NA
"4834","RSM00034927",1981,"Krasnodar Krai","Russia",121,"r",NA,NA,63,"r",NA,NA,NA,NA,0,"r",42,"r",4,"r",151,"r",32,"r",685.5,",r",NA,NA
"4835","RSM00034927",1982,"Krasnodar Krai","Russia",98,"r",NA,NA,54,"r",NA,NA,NA,NA,1,"r",102,"r",28,"r",160,"r",5,"r",464.7,",r",NA,NA
"4836","RSM00034927",1983,"Krasnodar Krai","Russia",113,"r",NA,NA,64,"r",NA,NA,NA,NA,0,"r",75,"r",22,"r",172,"r",13,"r",711.1,",r",NA,NA
"4837","RSM00034927",1984,"Krasnodar Krai","Russia",118,"r",NA,NA,56,"r",NA,NA,NA,NA,0,"r",83,"r",16,"r",161,"r",4,"r",577.1,",r",NA,NA
"4838","RSM00034927",1985,"Krasnodar Krai","Russia",127,"r",NA,NA,70,"r",NA,NA,NA,NA,7,"r",89,"r",50,"r",146,"r",21,"r",632.8,",r",NA,NA
"4839","RSM00034927",1986,"Krasnodar Krai","Russia",94,"r",NA,NA,61,"r",NA,NA,NA,NA,3,"r",89,"r",21,"r",164,"r",27,"r",711.9,",r",NA,NA
"4840","RSM00034927",1987,"Krasnodar Krai","Russia",127,"r",NA,NA,81,"r",NA,NA,NA,NA,2,"r",94,"r",31,"r",134,"r",8,"r",798.7,",r",NA,NA
"4841","RSM00034927",1988,"Krasnodar Krai","Russia",143,"r",NA,NA,92,"r",NA,NA,NA,NA,4,"r",77,"r",17,"r",148,"r",9,"r",1027.3,",r",NA,NA
"4842","RSM00034927",1989,"Krasnodar Krai","Russia",119,"r",NA,NA,63,"r",NA,NA,NA,NA,0,"r",53,"r",6,"r",159,"r",13,"r",654.3,",r",NA,NA
"4843","RSM00034927",1990,"Krasnodar Krai","Russia",101,"r",NA,NA,63,"r",NA,NA,NA,NA,0,"r",54,"r",10,"r",153,"r",10,"r",637.7,",r",NA,NA
"4844","RSM00034927",1991,"Krasnodar Krai","Russia",133,"r",NA,NA,79,"r",NA,NA,NA,NA,7,"r",77,"r",26,"r",157,"r",23,"r",734.6,",r",NA,NA
"4845","RSM00034927",1992,"Krasnodar Krai","Russia",140,"r",NA,NA,79,"r",NA,NA,NA,NA,0,"r",83,"r",26,"r",138,"r",4,"r",872.4,",r",NA,NA
"4846","RSM00034927",1993,"Krasnodar Krai","Russia",111,"r",NA,NA,59,"r",NA,NA,NA,NA,0,"r",88,"r",41,"r",155,"r",12,"r",517.7,",r",NA,NA
"4847","RSM00034927",1994,"Krasnodar Krai","Russia",106,"r",NA,NA,69,"r",NA,NA,NA,NA,2,"r",87,"r",31,"r",165,"r",25,"r",627,",r",NA,NA
"4848","RSM00034927",1995,"Krasnodar Krai","Russia",142,"r",NA,NA,78,"r",NA,NA,NA,NA,0,"r",49,"r",18,"r",154,"r",15,"r",935,",r",NA,NA
"4849","RSM00034927",1996,"Krasnodar Krai","Russia",124,"r",NA,NA,68,"r",NA,NA,NA,NA,0,"r",78,"r",20,"r",145,"r",26,"r",842,",r",NA,NA
"4850","RSM00034927",1997,"Krasnodar Krai","Russia",147,"r",NA,NA,82,"r",NA,NA,NA,NA,2,"r",79,"r",19,"r",145,"r",1,"r",978.7,",r",NA,NA
"4851","RSM00034927",1999,"Krasnodar Krai","Russia",133,"r",NA,NA,81,"r",NA,NA,NA,NA,0,"r",47,"r",6,"r",153,"r",35,"r",831.1,",r",NA,NA
"4852","RSM00034927",2000,"Krasnodar Krai","Russia",117,"r",NA,NA,59,"r",NA,NA,NA,NA,0,"r",68,"r",7,"r",147,"r",28,"r",638.2,",r",NA,NA
"4853","RSM00034927",2001,"Krasnodar Krai","Russia",140,"r",NA,NA,76,"r",NA,NA,NA,NA,0,"r",70,"r",19,"r",145,"r",43,"r",864.1,",r",NA,NA
"4854","RSM00034927",2002,"Krasnodar Krai","Russia",127,"r",NA,NA,63,"r",NA,NA,NA,NA,1,"r",58,"r",32,"r",158,"r",22,"r",842.9,",r",NA,NA
"4855","RSM00034927",2003,"Krasnodar Krai","Russia",120,"r",NA,NA,56,"r",NA,NA,NA,NA,0,"r",76,"r",7,"r",159,"r",15,"r",641.4,",r",NA,NA
"4856","RSM00034927",2004,"Krasnodar Krai","Russia",149,"r",NA,NA,69,"r",NA,NA,NA,NA,0,"r",54,"r",3,"r",156,"r",7,"r",819.6,",r",NA,NA
"4857","RSM00034927",2005,"Krasnodar Krai","Russia",114,"r",NA,NA,70,"r",NA,NA,NA,NA,0,"r",62,"r",7,"r",168,"r",21,"r",781.2,",r",NA,NA
"4858","RSM00034927",2006,"Krasnodar Krai","Russia",130,"r",NA,NA,67,"r",NA,NA,NA,NA,5,"r",76,"r",30,"r",166,"r",39,"r",701.7,",r",NA,NA
"4859","RSM00034927",2007,"Krasnodar Krai","Russia",121,"r",NA,NA,57,"r",NA,NA,NA,NA,0,"r",48,"r",10,"r",165,"r",70,"r",611,",r",NA,NA
"4860","RSM00034927",2008,"Krasnodar Krai","Russia",106,"r",NA,NA,55,"r",NA,NA,NA,NA,0,"r",73,"r",24,"r",154,"r",34,"r",546.4,",r",NA,NA
"4861","RSM00034927",2009,"Krasnodar Krai","Russia",137,"r",NA,NA,78,"r",NA,NA,NA,NA,1,"r",46,"r",10,"r",154,"r",23,"r",723.8,",r",NA,NA
"4862","RSM00034927",2010,"Krasnodar Krai","Russia",130,"r",NA,NA,77,"r",NA,NA,NA,NA,3,"r",36,"r",11,"r",169,"r",53,"r",765.8,",r",NA,NA
"4863","RSM00034927",2011,"Krasnodar Krai","Russia",135,"r",NA,NA,73,"r",NA,NA,NA,NA,0,"r",85,"r",23,"r",150,"r",29,"r",796.6,",r",NA,NA
"4864","RSM00034927",2012,"Krasnodar Krai","Russia",107,"r",NA,NA,56,"r",NA,NA,NA,NA,4,"r",75,"r",33,"r",197,"r",43,"r",573.6,",r",NA,NA
"4865","RSM00034927",2013,"Krasnodar Krai","Russia",124,"E",NA,NA,64,"E",NA,NA,NA,NA,0,"E",48,"E",6,"E",167,"E",42,"E",697.2,",E",NA,NA
"4866","RSM00034927",2014,"Krasnodar Krai","Russia",103,"E",NA,NA,64,"E",NA,NA,NA,NA,1,"E",55,"E",14,"E",168,"E",43,"E",658.9,",E",NA,NA
"4867","RSM00034927",2015,"Krasnodar Krai","Russia",113,"E",NA,NA,61,"E",NA,NA,NA,NA,1,"E",43,"E",9,"E",163,"E",41,"E",797.5,",E",NA,NA
"4868","RSM00034927",2016,"Krasnodar Krai","Russia",138,"E",NA,NA,74,"E",NA,NA,NA,NA,1,"E",64,"E",18,"E",172,"E",52,"E",784.4,",E",NA,NA
"4869","RSM00034927",2017,"Krasnodar Krai","Russia",119,"E",NA,NA,56,"E",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",625.5,",E",NA,NA
"4870","RSM00034927",2018,"Krasnodar Krai","Russia",77,"E",NA,NA,44,"E",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",473.7,",E",NA,NA
"4871","RSM00034936",1961,"Krasnodar Krai","Russia",126,"I",NA,NA,58,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",688.3,",I",NA,NA
"4872","RSM00034936",1962,"Krasnodar Krai","Russia",89,"I",NA,NA,47,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",429.8,",I",NA,NA
"4873","RSM00034936",1963,"Krasnodar Krai","Russia",115,"I",NA,NA,62,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",574.8,",I",NA,NA
